country,date,state,city,station,latitude,longitude,pollutant id,pollutant min,pollutant max,pollutant avg
India,31-05-2026,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",16.54,80.59,SO2,0,0,0
India,31-05-2026,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",16.54,80.59,OZONE,37,42,42
India,31-05-2026,Andhra Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16.49,80.7,NO2,28,36,29
India,31-05-2026,Andhra Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",16.51,80.61,NO2,20,34,28
India,31-05-2026,Andhra Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",16.51,80.61,CO,23,36,30
India,31-05-2026,Andhra Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",16.55,80.65,PM2.5,63,305,76
India,31-05-2026,Andhra Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",16.55,80.65,SO2,0,0,0
India,31-05-2026,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17.72,83.3,PM10,80,180,120
India,31-05-2026,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17.72,83.3,SO2,2,33,14
India,31-05-2026,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17.72,83.3,OZONE,15,72,50
India,31-05-2026,Arunachal Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",27.1,93.68,SO2,11,12,11
India,31-05-2026,Arunachal Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",27.1,93.68,CO,8,14,10
India,31-05-2026,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26.07,91.87,PM10,88,171,114
India,31-05-2026,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26.07,91.87,NH3,4,4,4
India,31-05-2026,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26.07,91.87,SO2,12,32,31
India,31-05-2026,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26.07,91.87,CO,39,64,57
India,31-05-2026,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26.07,91.87,OZONE,19,45,23
India,31-05-2026,Assam,Guwahati,"IITG, Guwahati - PCBA",26.2,91.7,NO2,1,3,1
India,31-05-2026,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26.11,91.59,NO2,14,16,15
India,31-05-2026,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",21.22,81.63,NH3,2,2,2
India,31-05-2026,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",21.22,81.63,CO,15,52,26
India,31-05-2026,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",21.24,81.71,PM10,23,113,53
India,31-05-2026,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",21.24,81.71,NH3,0,0,0
India,31-05-2026,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",21.24,81.71,OZONE,20,215,168
India,31-05-2026,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",21.37,81.66,PM2.5,10,86,43
India,31-05-2026,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",21.37,81.66,PM10,16,125,70
India,31-05-2026,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",21.37,81.66,NO2,0,0,0
India,31-05-2026,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",21.37,81.66,SO2,1,53,15
India,31-05-2026,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",21.37,81.66,OZONE,3,51,11
India,31-05-2026,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",22.07,83.34,NO2,0,0,0
India,31-05-2026,Delhi,Delhi,"Alipur, Delhi - DPCC",28.82,77.15,PM2.5,32,147,54
India,31-05-2026,Delhi,Delhi,"Alipur, Delhi - DPCC",28.82,77.15,PM10,57,360,102
India,31-05-2026,Delhi,Delhi,"Alipur, Delhi - DPCC",28.82,77.15,NO2,16,30,24
India,31-05-2026,Delhi,Delhi,"Alipur, Delhi - DPCC",28.82,77.15,SO2,4,15,9
India,31-05-2026,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.65,77.32,CO,42,42,42
India,31-05-2026,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",28.7,77.18,PM2.5,13,68,44
India,31-05-2026,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",28.7,77.18,OZONE,13,54,27
India,31-05-2026,Bihar,Munger,"Town Hall, Munger - BSPCB",25.38,86.47,PM10,27,101,50
India,31-05-2026,Bihar,Munger,"Town Hall, Munger - BSPCB",25.38,86.47,NH3,3,3,3
India,31-05-2026,Bihar,Munger,"Town Hall, Munger - BSPCB",25.38,86.47,SO2,14,81,43
India,31-05-2026,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",26.11,85.4,PM10,53,147,97
India,31-05-2026,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",26.11,85.4,SO2,4,9,6
India,31-05-2026,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",26.14,85.37,PM10,53,62,60
India,31-05-2026,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",26.14,85.37,SO2,8,20,11
India,31-05-2026,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",25.59,85.04,NO2,29,35,32
India,31-05-2026,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",25.59,85.04,NH3,9,10,9
India,31-05-2026,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",25.59,85.04,SO2,5,8,6
India,31-05-2026,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",25.59,85.23,PM10,93,110,103
India,31-05-2026,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",25.61,85.13,CO,6,30,6
India,31-05-2026,Bihar,Patna,"Muradpur, Patna - BSPCB",25.62,85.15,NO2,5,6,5
India,31-05-2026,Bihar,Patna,"Muradpur, Patna - BSPCB",25.62,85.15,NH3,4,5,5
India,31-05-2026,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",25.6,85.11,SO2,6,12,9
India,31-05-2026,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",25.6,85.11,CO,64,108,72
India,31-05-2026,Andhra Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",16.32,80.41,OZONE,44,53,44
India,31-05-2026,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",16.19,81.13,PM2.5,45,61,56
India,31-05-2026,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",16.19,81.13,CO,10,50,18
India,31-05-2026,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",16.19,81.13,OZONE,24,40,24
India,31-05-2026,Andhra Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ",14.44,79.97,SO2,3,13,8
India,31-05-2026,Andhra Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ",14.44,79.97,OZONE,31,53,37
India,31-05-2026,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16.99,81.74,NO2,7,38,18
India,31-05-2026,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16.99,81.74,SO2,3,7,5
India,31-05-2026,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16.99,81.74,CO,18,48,25
India,31-05-2026,Andhra Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",13.67,79.35,PM2.5,5,53,32
India,31-05-2026,Andhra Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",13.67,79.35,NO2,27,93,52
India,31-05-2026,Andhra Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",13.62,79.41,PM10,60,66,63
India,31-05-2026,Andhra Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",13.62,79.41,SO2,15,18,16
India,31-05-2026,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",16.54,80.59,PM2.5,0,0,0
India,31-05-2026,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",30.75,76.76,NH3,10,12,12
India,31-05-2026,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",30.75,76.76,CO,11,38,18
India,31-05-2026,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",21.19,81.31,NH3,0,0,0
India,31-05-2026,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",21.22,81.41,NH3,0,0,0
India,31-05-2026,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",21.22,81.41,CO,0,0,0
India,31-05-2026,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",21.22,81.41,OZONE,0,0,0
India,31-05-2026,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",22.35,82.55,PM10,0,0,0
India,31-05-2026,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",22.35,82.55,NO2,0,0,0
India,31-05-2026,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",22.35,82.55,NH3,0,0,0
India,31-05-2026,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",22.35,82.55,SO2,0,0,0
India,31-05-2026,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",22.35,82.55,OZONE,0,0,0
India,31-05-2026,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",22.13,83.48,SO2,3,21,8
India,31-05-2026,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",22.19,83.52,SO2,0,0,0
India,31-05-2026,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",22.19,83.52,CO,0,0,0
India,31-05-2026,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",21.26,81.58,PM2.5,17,59,37
India,31-05-2026,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",21.26,81.58,SO2,4,13,6
India,31-05-2026,Bihar,Gaya,"Collectorate, Gaya - BSPCB",24.8,85,NO2,9,9,9
India,31-05-2026,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",24.79,84.99,PM2.5,17,193,78
India,31-05-2026,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",24.79,84.99,PM10,29,208,116
India,31-05-2026,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",24.79,84.99,NH3,1,2,1
India,31-05-2026,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",24.79,84.99,CO,28,30,29
India,31-05-2026,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",24.76,84.98,PM2.5,27,49,37
India,31-05-2026,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",24.76,84.98,OZONE,4,41,18
India,31-05-2026,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",25.56,87.55,NH3,1,1,1
India,31-05-2026,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",25.56,87.55,SO2,19,27,23
India,31-05-2026,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",25.56,87.55,CO,78,103,98
India,31-05-2026,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",26.09,87.94,NO2,7,8,8
India,31-05-2026,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",26.09,87.94,NH3,3,3,3
India,31-05-2026,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",27.31,84.53,NH3,1,1,1
India,31-05-2026,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",27.31,84.53,SO2,14,17,16
India,31-05-2026,Bihar,Patna,"Samanpura, Patna - BSPCB",25.6,85.09,SO2,4,6,5
India,31-05-2026,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",25.37,87.12,PM2.5,55,75,64
India,31-05-2026,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",25.37,87.12,OZONE,13,52,33
India,31-05-2026,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",25.03,85.42,PM10,38,109,76
India,31-05-2026,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",25.89,86.59,PM2.5,12,336,88
India,31-05-2026,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",25.89,86.59,PM10,32,249,120
India,31-05-2026,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",25.86,85.78,PM10,3,107,56
India,31-05-2026,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",25.86,85.78,OZONE,2,11,8
India,31-05-2026,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",24.95,84,SO2,2,5,4
India,31-05-2026,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",26.23,84.36,PM2.5,0,0,0
India,31-05-2026,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",26.23,84.36,NO2,2,2,2
India,31-05-2026,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",26.19,91.74,CO,17,38,25
India,31-05-2026,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26.35,92.68,CO,4,22,19
India,31-05-2026,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26.45,91.44,OZONE,1,20,18
India,31-05-2026,Assam,Silchar,"Tarapur, Silchar - PCBA",24.83,92.8,NH3,1,1,1
India,31-05-2026,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26.99,94.64,PM2.5,19,44,29
India,31-05-2026,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26.99,94.64,NH3,7,11,8
India,31-05-2026,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26.99,94.64,SO2,7,9,8
India,31-05-2026,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26.15,87.45,PM2.5,33,62,46
India,31-05-2026,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26.15,87.45,OZONE,8,13,10
India,31-05-2026,Bihar,Arrah,"New DM Office, Arrah - BSPCB",25.56,84.66,PM2.5,5,55,33
India,31-05-2026,Bihar,Arrah,"New DM Office, Arrah - BSPCB",25.56,84.66,PM10,4,49,29
India,31-05-2026,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",24.76,84.37,PM2.5,17,137,48
India,31-05-2026,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",25.43,86.14,CO,14,20,16
India,31-05-2026,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",25.43,86.14,OZONE,34,48,39
India,31-05-2026,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26.8,84.52,PM2.5,12,47,32
India,31-05-2026,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",25.25,86.99,SO2,30,63,44
India,31-05-2026,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",25.27,87.01,PM10,0,0,0
India,31-05-2026,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",25.78,84.74,NH3,2,3,2
India,31-05-2026,Andhra Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",16.52,80.52,PM2.5,18,43,32
India,31-05-2026,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",14.68,77.59,PM2.5,61,66,66
India,31-05-2026,Delhi,Delhi,"Bawana, Delhi - DPCC",28.78,77.05,NO2,6,25,13
India,31-05-2026,Delhi,Delhi,"Bawana, Delhi - DPCC",28.78,77.05,CO,34,50,45
India,31-05-2026,Delhi,Delhi,"Bawana, Delhi - DPCC",28.78,77.05,OZONE,13,40,22
India,31-05-2026,Delhi,Delhi,"Burari Crossing, Delhi - IITM",28.73,77.2,CO,44,109,49
India,31-05-2026,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM",28.55,77.27,PM10,0,0,0
India,31-05-2026,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM",28.55,77.27,CO,11,43,21
India,31-05-2026,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",28.59,77.13,PM2.5,53,83,68
India,31-05-2026,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",28.59,77.13,NH3,1,1,1
India,31-05-2026,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",28.59,77.13,OZONE,11,57,30
India,31-05-2026,Delhi,Delhi,"DTU, Delhi - CPCB",28.75,77.11,NO2,28,53,36
India,31-05-2026,Delhi,Delhi,"DTU, Delhi - CPCB",28.75,77.11,CO,17,28,20
India,31-05-2026,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",28.5,77.26,CO,0,0,0
India,31-05-2026,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",28.57,77.07,NO2,16,67,37
India,31-05-2026,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",28.57,77.07,SO2,5,15,11
India,31-05-2026,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",28.57,77.07,CO,12,38,19
India,31-05-2026,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM",28.56,77.12,OZONE,39,115,64
India,31-05-2026,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",23.02,72.52,SO2,3,51,10
India,31-05-2026,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",23.02,72.52,CO,1,34,16
India,31-05-2026,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",23.08,72.63,PM2.5,24,50,35
India,31-05-2026,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",23.08,72.63,OZONE,10,28,20
India,31-05-2026,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",21.61,73.01,PM2.5,33,65,48
India,31-05-2026,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",21.61,73.01,SO2,23,24,24
India,31-05-2026,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",21.76,72.14,NO2,45,63,55
India,31-05-2026,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",23.16,72.68,PM10,41,161,104
India,31-05-2026,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",23.24,72.69,NH3,1,2,1
India,31-05-2026,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",23.22,72.65,PM10,26,117,83
India,31-05-2026,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",23.22,72.65,OZONE,6,36,11
India,31-05-2026,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",23.59,72.37,OZONE,12,18,14
India,31-05-2026,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",22.41,73.1,PM10,7,63,46
India,31-05-2026,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",29.5,75.47,CO,32,40,37
India,31-05-2026,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM",28.42,77.15,OZONE,2,109,49
India,31-05-2026,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",28.42,77.07,NO2,4,7,6
India,31-05-2026,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",28.42,77.07,NH3,6,10,9
India,31-05-2026,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",28.45,77.03,PM2.5,21,153,50
India,31-05-2026,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",28.45,77.03,CO,64,115,98
India,31-05-2026,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",28.45,77.03,OZONE,4,31,19
India,31-05-2026,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",29.14,75.74,PM2.5,3,87,56
India,31-05-2026,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",29.14,75.74,OZONE,5,88,34
India,31-05-2026,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29.8,76.42,PM2.5,33,241,95
India,31-05-2026,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29.7,77,SO2,1,138,21
India,31-05-2026,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",27.9,76.99,PM2.5,12,49,28
India,31-05-2026,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",27.9,76.99,PM10,14,58,33
India,31-05-2026,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",27.9,76.99,OZONE,54,57,56
India,31-05-2026,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",28.49,77.2,PM2.5,22,70,46
India,31-05-2026,Delhi,Delhi,"IIT Delhi, Delhi - IITM",28.54,77.19,NO2,2,33,10
India,31-05-2026,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM",28.59,77.23,PM2.5,0,0,0
India,31-05-2026,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM",28.59,77.23,PM10,0,0,0
India,31-05-2026,Delhi,Delhi,"ITO, Delhi - CPCB",28.63,77.24,PM2.5,32,98,52
India,31-05-2026,Delhi,Delhi,"ITO, Delhi - CPCB",28.63,77.24,NH3,1,5,4
India,31-05-2026,Delhi,Delhi,"ITO, Delhi - CPCB",28.63,77.24,SO2,1,20,12
India,31-05-2026,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",28.58,77.23,PM2.5,20,77,41
India,31-05-2026,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",28.58,77.23,NH3,9,13,10
India,31-05-2026,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",28.61,77.24,OZONE,1,46,23
India,31-05-2026,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",28.64,77.2,PM10,33,178,84
India,31-05-2026,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",28.64,77.2,NO2,19,66,30
India,31-05-2026,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",28.64,77.2,SO2,17,53,30
India,31-05-2026,Delhi,Delhi,"Mundka, Delhi - DPCC",28.68,77.08,NO2,113,134,122
India,31-05-2026,Delhi,Delhi,"Mundka, Delhi - DPCC",28.68,77.08,CO,38,57,41
India,31-05-2026,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",28.67,76.93,PM10,108,119,112
India,31-05-2026,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",28.67,76.93,NO2,12,14,13
India,31-05-2026,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",28.67,76.93,SO2,5,7,6
India,31-05-2026,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",28.34,77.32,NO2,19,21,20
India,31-05-2026,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",28.34,77.32,NH3,3,4,3
India,31-05-2026,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",28.81,76.14,SO2,1,29,9
India,31-05-2026,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",28.59,76.27,PM2.5,28,500,136
India,31-05-2026,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",28.21,76.8,PM2.5,65,142,94
India,31-05-2026,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",28.21,76.8,NO2,15,50,38
India,31-05-2026,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",28.39,77.3,OZONE,22,24,23
India,31-05-2026,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",28.44,77.32,OZONE,10,10,10
India,31-05-2026,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",28.67,77.13,OZONE,16,67,39
India,31-05-2026,Delhi,Delhi,"Pusa, Delhi - DPCC",28.64,77.15,NO2,11,58,26
India,31-05-2026,Delhi,Delhi,"Pusa, Delhi - DPCC",28.64,77.15,SO2,10,20,16
India,31-05-2026,Delhi,Delhi,"R K Puram, Delhi - DPCC",28.56,77.19,PM2.5,18,85,45
India,31-05-2026,Delhi,Delhi,"Rohini, Delhi - DPCC",28.73,77.12,PM10,41,422,106
India,31-05-2026,Delhi,Delhi,"Rohini, Delhi - DPCC",28.73,77.12,CO,36,64,42
India,31-05-2026,Delhi,Delhi,"Shadipur, Delhi - CPCB",28.65,77.15,PM2.5,19,288,80
India,31-05-2026,Delhi,Delhi,"Sirifort, Delhi - CPCB",28.55,77.22,PM10,49,217,90
India,31-05-2026,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",28.71,77.25,CO,62,185,123
India,31-05-2026,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",28.53,77.19,PM10,31,209,73
India,31-05-2026,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",28.53,77.19,NO2,23,64,40
India,31-05-2026,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",28.53,77.19,NH3,5,8,7
India,31-05-2026,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",28.62,77.19,NO2,5,28,11
India,31-05-2026,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",28.62,77.19,NH3,1,2,1
India,31-05-2026,Delhi,Delhi,"Wazirpur, Delhi - DPCC",28.7,77.17,PM10,58,438,135
India,31-05-2026,Delhi,Delhi,"Wazirpur, Delhi - DPCC",28.7,77.17,OZONE,9,55,20
India,31-05-2026,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",22.98,72.55,NH3,4,11,6
India,31-05-2026,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",23,72.59,SO2,16,115,72
India,31-05-2026,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",23.02,72.58,SO2,3,5,4
India,31-05-2026,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",23.02,72.63,NO2,20,54,27
India,31-05-2026,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",28.61,77.03,NH3,8,15,12
India,31-05-2026,Delhi,Delhi,"Najafgarh, Delhi - DPCC",28.57,76.93,PM2.5,18,67,33
India,31-05-2026,Delhi,Delhi,"Najafgarh, Delhi - DPCC",28.57,76.93,OZONE,16,60,33
India,31-05-2026,Delhi,Delhi,"Narela, Delhi - DPCC",28.82,77.1,PM2.5,32,72,49
India,31-05-2026,Delhi,Delhi,"Narela, Delhi - DPCC",28.82,77.1,NO2,6,23,13
India,31-05-2026,Delhi,Delhi,"Narela, Delhi - DPCC",28.82,77.1,SO2,7,77,13
India,31-05-2026,Delhi,Delhi,"North Campus, DU, Delhi - IITM",28.66,77.16,PM2.5,6,210,45
India,31-05-2026,Delhi,Delhi,"Patparganj, Delhi - DPCC",28.62,77.29,NO2,10,69,27
India,31-05-2026,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro",21.22,72.83,PM10,57,115,91
India,31-05-2026,Gujarat,Surat,"Science Center, Surat - SMC",21.17,72.8,NO2,15,16,15
India,31-05-2026,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",22.32,73.22,NO2,7,9,8
India,31-05-2026,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",22.32,73.22,SO2,6,9,8
India,31-05-2026,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",22.97,72.64,NO2,13,23,17
India,31-05-2026,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",30.38,76.78,NH3,4,12,6
India,31-05-2026,Haryana,Rohtak,"MD University, Rohtak - HSPCB",28.52,76.37,PM10,2,270,86
