country,date,state,city,station,latitude,longitude,pollutant id,pollutant min,pollutant max,pollutant avg
India,31-05-2026,Delhi,Delhi,"Narela, Delhi - DPCC",28.82,77.1,OZONE,3,18,8
India,31-05-2026,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",28.57,77.25,CO,44,82,53
India,31-05-2026,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",28.5,77.26,OZONE,0,0,0
India,31-05-2026,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",28.57,77.07,PM2.5,12,70,42
India,31-05-2026,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM",28.56,77.12,NO2,24,65,39
India,31-05-2026,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM",28.56,77.12,CO,39,57,45
India,31-05-2026,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",28.49,77.2,PM10,39,112,68
India,31-05-2026,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",28.49,77.2,SO2,29,35,31
India,31-05-2026,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",28.68,77.3,PM10,28,205,68
India,31-05-2026,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM",28.59,77.23,CO,10,21,15
India,31-05-2026,Delhi,Delhi,"ITO, Delhi - CPCB",28.63,77.24,OZONE,19,58,22
India,31-05-2026,Delhi,Delhi,"JNU, Delhi - DPCC",28.54,77.17,NO2,7,39,15
India,31-05-2026,Delhi,Delhi,"JNU, Delhi - DPCC",28.54,77.17,SO2,13,23,15
India,31-05-2026,Delhi,Delhi,"JNU, Delhi - DPCC",28.54,77.17,OZONE,2,57,11
India,31-05-2026,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",28.73,77.17,PM10,46,400,107
India,31-05-2026,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",28.71,77.25,PM10,39,472,109
India,31-05-2026,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",28.71,77.25,OZONE,22,63,36
India,31-05-2026,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",28.53,77.19,PM2.5,27,65,44
India,31-05-2026,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",28.62,77.19,PM2.5,30,89,51
India,31-05-2026,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",28.67,77.32,NO2,26,84,45
India,31-05-2026,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",28.67,77.32,OZONE,0,0,0
India,31-05-2026,Delhi,Delhi,"Wazirpur, Delhi - DPCC",28.7,77.17,PM2.5,8,323,85
India,31-05-2026,Delhi,Delhi,"Wazirpur, Delhi - DPCC",28.7,77.17,SO2,8,13,11
India,31-05-2026,Delhi,Delhi,"Wazirpur, Delhi - DPCC",28.7,77.17,CO,34,71,45
India,31-05-2026,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",23.11,72.57,CO,60,90,70
India,31-05-2026,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",22.98,72.55,CO,22,64,32
India,31-05-2026,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",22.98,72.55,OZONE,21,165,49
India,31-05-2026,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",23,72.59,PM10,34,129,80
India,31-05-2026,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",23,72.59,CO,16,73,44
India,31-05-2026,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",22.97,72.64,OZONE,23,43,27
India,31-05-2026,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",30.38,76.78,PM2.5,38,103,81
India,31-05-2026,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",28.67,76.93,NH3,12,13,13
India,31-05-2026,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",28.34,77.32,PM2.5,22,334,79
India,31-05-2026,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",28.81,76.14,PM10,119,128,122
India,31-05-2026,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",28.59,76.27,PM10,24,500,99
India,31-05-2026,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",28.39,77.3,NO2,24,26,25
India,31-05-2026,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",28.39,77.3,NH3,11,12,11
India,31-05-2026,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",28.44,77.32,PM2.5,60,184,151
India,31-05-2026,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",28.53,77.27,NH3,6,11,8
India,31-05-2026,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",28.53,77.27,OZONE,14,61,33
India,31-05-2026,Delhi,Delhi,"Pusa, Delhi - DPCC",28.64,77.15,NH3,10,15,13
India,31-05-2026,Delhi,Delhi,"Pusa, Delhi - IITM",28.64,77.17,NO2,11,74,32
India,31-05-2026,Delhi,Delhi,"R K Puram, Delhi - DPCC",28.56,77.19,NH3,6,6,6
India,31-05-2026,Delhi,Delhi,"R K Puram, Delhi - DPCC",28.56,77.19,SO2,12,42,21
India,31-05-2026,Delhi,Delhi,"R K Puram, Delhi - DPCC",28.56,77.19,OZONE,6,52,20
India,31-05-2026,Delhi,Delhi,"Rohini, Delhi - DPCC",28.73,77.12,OZONE,14,41,24
India,31-05-2026,Delhi,Delhi,"Shadipur, Delhi - CPCB",28.65,77.15,SO2,2,22,12
India,31-05-2026,Delhi,Delhi,"Shadipur, Delhi - CPCB",28.65,77.15,OZONE,11,67,35
India,31-05-2026,Delhi,Delhi,"Sirifort, Delhi - CPCB",28.55,77.22,NO2,12,35,24
India,31-05-2026,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",23.02,72.58,OZONE,4,29,18
India,31-05-2026,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",23.02,72.63,SO2,12,22,17
India,31-05-2026,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",23.04,72.46,PM2.5,30,173,80
India,31-05-2026,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",23.04,72.46,SO2,1,3,2
India,31-05-2026,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",23.04,72.46,OZONE,5,44,33
India,31-05-2026,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",23.02,72.52,NO2,14,15,14
India,31-05-2026,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",23.16,72.68,PM2.5,12,41,25
India,31-05-2026,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",23.22,72.65,PM2.5,21,62,42
India,31-05-2026,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",23.22,72.65,SO2,1,17,7
India,31-05-2026,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",28.44,77.32,NH3,10,12,11
India,31-05-2026,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",29.5,75.47,OZONE,29,54,43
India,31-05-2026,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM",28.42,77.15,CO,32,41,39
India,31-05-2026,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",28.42,77.07,PM10,61,316,112
India,31-05-2026,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29.8,76.42,SO2,19,73,45
India,31-05-2026,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29.7,77,NO2,6,7,6
India,31-05-2026,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29.97,76.88,NO2,16,22,19
India,31-05-2026,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",28.7,77.18,SO2,25,39,31
India,31-05-2026,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",28.7,77.18,CO,19,50,34
India,31-05-2026,Delhi,Delhi,"Burari Crossing, Delhi - IITM",28.73,77.2,PM10,24,299,72
India,31-05-2026,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM",28.55,77.27,NO2,16,72,35
India,31-05-2026,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM",28.55,77.27,OZONE,13,87,43
India,31-05-2026,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",28.5,77.26,PM10,0,0,0
India,31-05-2026,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",28.5,77.26,NO2,0,0,0
India,31-05-2026,Haryana,Panipat,"Sector-18, Panipat - HSPCB",29.43,76.97,PM10,83,407,156
India,31-05-2026,Haryana,Panipat,"Sector-18, Panipat - HSPCB",29.43,76.97,SO2,18,19,19
India,31-05-2026,Haryana,Rohtak,"MD University, Rohtak - HSPCB",28.52,76.37,PM2.5,1,306,72
India,31-05-2026,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",29.54,75.02,NO2,13,21,17
India,31-05-2026,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",29.03,77.06,CO,39,41,40
India,31-05-2026,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",30.94,76.8,NO2,12,68,32
India,31-05-2026,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",30.94,76.8,SO2,56,72,71
India,31-05-2026,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",30.94,76.8,CO,18,83,65
India,31-05-2026,Jammu & Kashmir,Pampore,"Khrew, Pampore - JKPCC",34.03,75.01,PM2.5,16,44,31
India,31-05-2026,Jammu & Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",34.06,74.96,PM2.5,7,26,16
India,31-05-2026,Jammu & Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",34.06,74.96,PM10,35,61,44
India,31-05-2026,Jammu & Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC",34.07,74.82,SO2,3,4,3
India,31-05-2026,Jammu & Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC",34.07,74.82,OZONE,1,2,1
India,31-05-2026,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",23.81,86.44,PM2.5,0,0,0
India,31-05-2026,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",23.81,86.44,PM10,30,238,128
India,31-05-2026,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",23.71,86.41,NH3,3,3,3
India,31-05-2026,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",20.94,77.79,OZONE,11,58,41
India,31-05-2026,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",20.94,77.77,PM2.5,30,52,43
India,31-05-2026,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",20.94,77.77,PM10,47,91,76
India,31-05-2026,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",20.94,77.77,NH3,4,12,7
India,31-05-2026,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",20.94,77.77,OZONE,12,63,43
India,31-05-2026,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",19.88,75.39,PM2.5,29,55,40
India,31-05-2026,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",19.88,75.39,PM10,43,116,85
India,31-05-2026,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",19.88,75.39,NH3,1,3,1
India,31-05-2026,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",19.88,75.39,CO,6,13,10
India,31-05-2026,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",19.86,75.32,NH3,1,3,2
India,31-05-2026,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",19.86,75.32,CO,16,24,16
India,31-05-2026,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",19.86,75.32,OZONE,12,88,65
India,31-05-2026,Maharashtra,Beed,"Bir, Beed - MPCB",18.99,75.75,NH3,2,3,3
India,31-05-2026,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",19.02,73.04,PM2.5,0,0,0
India,31-05-2026,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",19.02,73.04,PM10,0,0,0
India,31-05-2026,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",19.02,73.04,NH3,0,0,0
India,31-05-2026,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",19.31,73.06,NH3,4,7,6
India,31-05-2026,Maharashtra,Boisar,"Khaira, Boisar - MPCB",19.79,72.76,NO2,13,25,18
India,31-05-2026,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",23.26,77.38,NO2,0,0,0
India,31-05-2026,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",23.26,77.38,SO2,0,0,0
India,31-05-2026,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",23.26,77.38,OZONE,0,0,0
India,31-05-2026,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",23.21,77.43,NO2,9,50,17
India,31-05-2026,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",23.21,77.43,CO,3,54,26
India,31-05-2026,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",23.21,77.43,OZONE,28,60,46
India,31-05-2026,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",23.23,77.4,NH3,5,6,5
India,31-05-2026,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",23.23,77.4,OZONE,40,152,108
India,31-05-2026,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",23.82,79.45,SO2,43,60,50
India,31-05-2026,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",23.82,79.45,CO,14,23,17
India,31-05-2026,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",26.2,78.19,SO2,4,55,31
India,31-05-2026,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",26.26,78.22,PM10,55,128,84
India,31-05-2026,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",26.26,78.22,NO2,31,74,53
India,31-05-2026,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",22.73,75.81,OZONE,7,21,10
India,31-05-2026,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",22.43,75.52,PM10,32,115,74
India,31-05-2026,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",22.43,75.52,NO2,99,139,122
India,31-05-2026,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",22.43,75.52,OZONE,7,19,10
India,31-05-2026,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",23.71,86.41,CO,38,40,38
India,31-05-2026,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",16.17,75.66,PM10,49,50,50
India,31-05-2026,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",15.89,74.54,PM10,6,34,20
India,31-05-2026,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",12.91,77.6,PM10,34,107,48
India,31-05-2026,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",12.91,77.6,SO2,16,16,16
India,31-05-2026,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",12.94,77.68,SO2,3,8,5
India,31-05-2026,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",12.94,77.68,OZONE,20,45,32
India,31-05-2026,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",12.95,77.54,NO2,23,24,24
India,31-05-2026,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",12.94,77.59,NO2,12,78,28
India,31-05-2026,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",12.92,77.58,PM2.5,25,62,38
India,31-05-2026,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",12.92,77.58,PM10,22,78,36
India,31-05-2026,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",12.92,77.62,NO2,0,0,0
India,31-05-2026,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",12.92,77.62,SO2,0,0,0
India,31-05-2026,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",11.55,76.56,PM2.5,29,38,30
India,31-05-2026,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",12.42,75.74,SO2,7,7,7
India,31-05-2026,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",12.89,74.85,NH3,2,4,2
India,31-05-2026,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",12.21,76.37,NH3,4,5,4
India,31-05-2026,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",12.21,76.37,CO,3,30,11
India,31-05-2026,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",13.94,75.56,NO2,20,26,25
India,31-05-2026,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",13.94,75.56,NH3,2,3,3
India,31-05-2026,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",11.88,75.37,NO2,13,15,14
India,31-05-2026,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",11.88,75.37,SO2,3,3,3
India,31-05-2026,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",11.88,75.37,CO,10,12,11
India,31-05-2026,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",8.56,76.89,PM2.5,0,0,0
India,31-05-2026,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",8.51,76.94,PM10,6,25,16
India,31-05-2026,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",8.51,76.94,OZONE,14,20,16
India,31-05-2026,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",10.53,76.22,PM10,56,77,68
India,31-05-2026,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",10.53,76.22,OZONE,28,29,29
India,31-05-2026,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",22.71,75.88,PM10,15,108,41
India,31-05-2026,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",23.16,79.97,PM2.5,18,43,27
India,31-05-2026,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",23.16,79.97,PM10,25,46,32
India,31-05-2026,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",23.16,79.97,NH3,3,3,3
India,31-05-2026,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",23.16,79.97,OZONE,6,234,23
India,31-05-2026,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",23.14,79.92,PM2.5,10,75,37
India,31-05-2026,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",23.14,79.92,OZONE,44,118,90
India,31-05-2026,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",23.5,80.23,NH3,4,7,5
India,31-05-2026,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",24.26,80.72,NO2,25,62,43
India,31-05-2026,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",24.26,80.72,SO2,8,9,9
India,31-05-2026,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",23.11,77.51,CO,11,55,18
India,31-05-2026,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",11.55,76.56,SO2,4,5,4
India,31-05-2026,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",13.43,77.73,OZONE,44,59,47
India,31-05-2026,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",13.33,75.8,NO2,0,0,0
India,31-05-2026,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",15.46,75.01,NH3,5,7,7
India,31-05-2026,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",15.46,75.01,SO2,6,8,7
India,31-05-2026,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",17.34,76.85,PM2.5,25,54,38
India,31-05-2026,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",15.35,76.18,CO,49,103,73
India,31-05-2026,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29.97,76.88,SO2,1,20,7
India,31-05-2026,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",28.06,76.11,SO2,2,3,3
India,31-05-2026,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",28.15,77.33,NH3,8,9,9
India,31-05-2026,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",28.15,77.33,CO,32,146,91
India,31-05-2026,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",28.32,76.91,NH3,14,21,18
India,31-05-2026,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",30.71,76.85,SO2,13,14,14
India,31-05-2026,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",24.11,82.65,PM2.5,25,157,67
India,31-05-2026,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",24.11,82.65,OZONE,5,48,28
India,31-05-2026,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",19.1,74.73,SO2,2,7,4
India,31-05-2026,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",20.72,77,NO2,5,53,13
India,31-05-2026,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",20.72,77,NH3,6,8,7
India,31-05-2026,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB",19.22,73.2,PM2.5,7,17,12
India,31-05-2026,Nagaland,Kohima,"PWD Junction, Kohima - NPCB",25.66,94.1,CO,4,8,4
India,31-05-2026,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",21.51,86.89,PM10,15,60,34
India,31-05-2026,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",21.51,86.89,CO,26,52,36
India,31-05-2026,Odisha,Barbil,"Forest Office, Barbil - OSPCB",22.12,85.39,PM2.5,5,72,34
India,31-05-2026,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",21.94,86.73,OZONE,11,52,36
India,31-05-2026,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",20.24,85.84,PM10,15,83,44
India,31-05-2026,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",20.24,85.84,OZONE,17,133,64
India,31-05-2026,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",20.35,85.82,CO,20,44,39
India,31-05-2026,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",22.06,85.47,PM10,42,173,92
India,31-05-2026,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",22.06,85.47,NO2,13,14,14
India,31-05-2026,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",21.8,83.84,PM2.5,10,96,30
India,31-05-2026,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",21.8,83.84,PM10,15,120,41
India,31-05-2026,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",21.8,83.84,OZONE,42,65,47
India,31-05-2026,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",20.94,86.12,PM2.5,7,52,30
India,31-05-2026,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",19.09,73.01,SO2,3,10,4
India,31-05-2026,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",19.09,73.01,OZONE,29,63,39
India,31-05-2026,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",19.11,73.01,PM2.5,28,237,50
India,31-05-2026,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",19.11,73.01,NO2,42,44,43
India,31-05-2026,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",19.27,76.76,OZONE,13,66,26
India,31-05-2026,Maharashtra,Pimpri-Chinchwad,"Bhosari,Pimpri-Chinchwad - IITM",18.64,73.85,PM2.5,8,44,25
India,31-05-2026,Maharashtra,Pimpri-Chinchwad,"Bhumkar Nagar, Pimpri-Chinchwad - IITM",18.61,73.75,PM10,27,72,47
India,31-05-2026,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",18.64,73.82,PM10,46,74,59
India,31-05-2026,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",18.64,73.82,NH3,0,0,0
India,31-05-2026,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",18.64,73.82,CO,7,17,10
India,31-05-2026,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",18.59,73.78,CO,7,27,18
India,31-05-2026,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",18.61,73.8,PM10,32,88,52
India,31-05-2026,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",18.62,73.77,OZONE,30,49,33
India,31-05-2026,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",19.96,79.3,OZONE,16,21,18
India,31-05-2026,Maharashtra,Dhule,"Deopur, Dhule - MPCB",20.92,74.78,CO,2,13,9
India,31-05-2026,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB",19.23,73.08,NO2,7,14,11
India,31-05-2026,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB",19.23,73.08,SO2,3,16,7
India,31-05-2026,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB",19.23,73.08,OZONE,1,16,4
India,31-05-2026,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",19.71,77.15,PM2.5,5,33,21
India,31-05-2026,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",19.71,77.15,PM10,23,139,56
India,31-05-2026,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",21,75.57,NH3,2,8,4
India,31-05-2026,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",21,75.57,SO2,5,9,6
India,31-05-2026,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",19.85,75.91,NO2,15,27,18
India,31-05-2026,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",19.85,75.91,OZONE,10,37,21
India,31-05-2026,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",16.69,74.25,NO2,4,18,12
India,31-05-2026,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",16.71,74.24,SO2,0,0,0
India,31-05-2026,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",21.12,79.05,NH3,1,7,4
India,31-05-2026,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",21.14,79.11,PM10,55,131,85
India,31-05-2026,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",21.15,79.05,SO2,5,86,24
India,31-05-2026,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",21.15,79.05,CO,2,84,15
