AQI_ID,Location_ID,country,date,state,city,station,latitude,longitude,pollutant id,pollutant min,pollutant max,pollutant avg
A1405,L233,India,31-05-2026,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",14.47,78.82,PM10,39,47,45
A1406,L233,India,31-05-2026,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",14.47,78.82,NH3,4,5,5
A1407,L13,India,31-05-2026,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",16.19,81.13,NH3,2,4,3
A1408,L14,India,31-05-2026,Andhra Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ",14.44,79.97,NH3,5,6,6
A1409,L15,India,31-05-2026,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16.99,81.74,NH3,1,2,1
A1410,L15,India,31-05-2026,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16.99,81.74,OZONE,14,40,22
A1411,L16,India,31-05-2026,Andhra Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",13.67,79.35,PM10,20,70,47
A1412,L5,India,31-05-2026,Assam,Guwahati,"IITG, Guwahati - PCBA",26.2,91.7,SO2,34,37,35
A1413,L5,India,31-05-2026,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26.11,91.59,PM10,13,61,34
A1414,L5,India,31-05-2026,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",26.19,91.74,SO2,0,0,0
A1415,L5,India,31-05-2026,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26.18,91.78,PM2.5,49,395,82
A1416,L33,India,31-05-2026,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26.35,92.68,PM2.5,42,79,62
A1417,L33,India,31-05-2026,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26.35,92.68,PM10,35,73,55
A1418,L33,India,31-05-2026,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26.35,92.68,NO2,1,2,1
A1419,L34,India,31-05-2026,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26.45,91.44,PM2.5,16,87,59
A1420,L34,India,31-05-2026,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26.45,91.44,CO,20,23,21
A1421,L37,India,31-05-2026,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26.15,87.45,SO2,32,52,44
A1422,L38,India,31-05-2026,Bihar,Arrah,"New DM Office, Arrah - BSPCB",25.56,84.66,OZONE,5,11,8
A1423,L42,India,31-05-2026,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",25.25,86.99,PM2.5,62,197,91
A1424,L42,India,31-05-2026,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",25.27,87.01,PM2.5,13,250,67
A1425,L42,India,31-05-2026,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",25.27,87.01,CO,1,64,12
A1426,L229,India,31-05-2026,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",25.2,85.51,NO2,9,10,10
A1427,L229,India,31-05-2026,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",25.2,85.51,OZONE,1,2,2
A1428,L230,India,31-05-2026,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",25.57,83.97,PM2.5,35,130,63
A1429,L44,India,31-05-2026,Andhra Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",16.52,80.52,PM10,21,115,64
A1430,L44,India,31-05-2026,Andhra Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",16.52,80.52,NH3,2,5,3
A1431,L45,India,31-05-2026,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",14.68,77.59,PM10,58,64,63
A1432,L234,India,31-05-2026,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",13.2,79.1,NO2,32,34,33
A1433,L234,India,31-05-2026,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",13.2,79.1,SO2,21,23,22
A1434,L232,India,31-05-2026,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",16.71,81.09,PM2.5,49,69,55
A1435,L232,India,31-05-2026,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",16.71,81.09,NH3,2,4,3
A1436,L26,India,31-05-2026,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",27.31,84.53,NO2,8,12,9
A1437,L26,India,31-05-2026,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",27.31,84.53,CO,14,34,28
A1438,L258,India,31-05-2026,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",26.63,84.9,PM2.5,0,0,0
A1439,L258,India,31-05-2026,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",26.63,84.9,NO2,3,4,3
A1440,L258,India,31-05-2026,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",26.63,84.9,SO2,2,3,3
A1441,L9,India,31-05-2026,Bihar,Munger,"Town Hall, Munger - BSPCB",25.38,86.47,OZONE,1,11,2
A1442,L11,India,31-05-2026,Bihar,Patna,"Muradpur, Patna - BSPCB",25.62,85.15,PM10,106,145,125
A1443,L8,India,31-05-2026,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM",28.56,77.12,PM2.5,11,77,38
A1444,L8,India,31-05-2026,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM",28.56,77.12,PM10,51,201,96
A1445,L8,India,31-05-2026,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",28.49,77.2,NH3,2,12,6
A1446,L8,India,31-05-2026,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",28.68,77.3,PM2.5,41,315,88
A1447,L8,India,31-05-2026,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",28.68,77.3,NO2,58,63,61
A1448,L8,India,31-05-2026,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",28.68,77.3,SO2,9,27,18
A1449,L8,India,31-05-2026,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",28.68,77.3,OZONE,35,69,50
A1450,L8,India,31-05-2026,Delhi,Delhi,"IIT Delhi, Delhi - IITM",28.54,77.19,PM10,21,227,86
A1451,L8,India,31-05-2026,Delhi,Delhi,"IIT Delhi, Delhi - IITM",28.54,77.19,CO,24,58,46
A1452,L8,India,31-05-2026,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM",28.59,77.23,OZONE,45,154,56
A1453,L8,India,31-05-2026,Delhi,Delhi,"ITO, Delhi - CPCB",28.63,77.24,PM10,55,187,87
A1454,L8,India,31-05-2026,Delhi,Delhi,"ITO, Delhi - CPCB",28.63,77.24,NO2,3,126,60
A1455,L8,India,31-05-2026,Delhi,Delhi,"ITO, Delhi - CPCB",28.63,77.24,CO,32,66,40
A1456,L8,India,31-05-2026,Delhi,Delhi,"JNU, Delhi - DPCC",28.54,77.17,CO,20,50,30
A1457,L8,India,31-05-2026,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",28.73,77.17,NO2,28,69,42
A1458,L8,India,31-05-2026,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",28.61,77.24,PM2.5,5,60,31
A1459,L8,India,31-05-2026,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",28.61,77.24,NO2,18,103,44
A1460,L8,India,31-05-2026,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",28.61,77.24,SO2,9,14,12
A1461,L8,India,31-05-2026,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",28.64,77.2,CO,51,94,58
A1462,L46,India,31-05-2026,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",23.04,72.46,CO,3,16,7
A1463,L46,India,31-05-2026,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",23.08,72.63,PM10,32,133,93
A1464,L46,India,31-05-2026,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",23.08,72.63,SO2,5,14,7
A1465,L46,India,31-05-2026,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",23.08,72.63,CO,11,32,16
A1466,L47,India,31-05-2026,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",21.61,73.01,NH3,7,7,7
A1467,L47,India,31-05-2026,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",21.61,73.01,CO,33,57,40
A1468,L48,India,31-05-2026,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",21.76,72.14,SO2,5,6,6
A1469,L49,India,31-05-2026,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",23.16,72.68,NH3,5,7,5
A1470,L49,India,31-05-2026,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",23.24,72.69,PM10,50,137,101
A1471,L49,India,31-05-2026,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",23.24,72.69,CO,9,18,12
A1472,L49,India,31-05-2026,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",23.22,72.65,NH3,1,1,1
A1473,L50,India,31-05-2026,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",23.59,72.37,PM2.5,6,99,50
A1474,L50,India,31-05-2026,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",23.59,72.37,NH3,1,2,2
A1475,L51,India,31-05-2026,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",22.41,73.1,PM2.5,6,65,37
A1476,L8,India,31-05-2026,Delhi,Delhi,"Mundka, Delhi - DPCC",28.68,77.08,PM10,48,451,128
A1477,L8,India,31-05-2026,Delhi,Delhi,"Mundka, Delhi - DPCC",28.68,77.08,NH3,6,7,7
A1478,L8,India,31-05-2026,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",28.59,76.91,PM2.5,34,79,48
A1479,L8,India,31-05-2026,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",28.59,76.91,PM10,50,177,99
A1480,L8,India,31-05-2026,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",28.59,76.91,OZONE,29,142,76
A1481,L8,India,31-05-2026,Delhi,Delhi,"Najafgarh, Delhi - DPCC",28.57,76.93,SO2,15,83,21
A1482,L8,India,31-05-2026,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",28.57,77.25,PM2.5,2,87,40
A1483,L8,India,31-05-2026,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",28.57,77.25,SO2,9,17,14
A1484,L8,India,31-05-2026,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",28.57,77.25,OZONE,13,72,37
A1485,L8,India,31-05-2026,Delhi,Delhi,"North Campus, DU, Delhi - IITM",28.66,77.16,NO2,55,161,93
A1486,L8,India,31-05-2026,Delhi,Delhi,"North Campus, DU, Delhi - IITM",28.66,77.16,CO,76,102,82
A1487,L8,India,31-05-2026,Delhi,Delhi,"North Campus, DU, Delhi - IITM",28.66,77.16,OZONE,5,163,41
A1488,L8,India,31-05-2026,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",28.53,77.27,PM10,50,426,101
A1489,L8,India,31-05-2026,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",28.53,77.27,NO2,10,56,26
A1490,L8,India,31-05-2026,Delhi,Delhi,"Patparganj, Delhi - DPCC",28.62,77.29,PM10,40,420,96
A1491,L8,India,31-05-2026,Delhi,Delhi,"Patparganj, Delhi - DPCC",28.62,77.29,CO,50,84,55
A1492,L8,India,31-05-2026,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",28.67,77.13,PM10,39,230,94
A1493,L8,India,31-05-2026,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",28.67,77.13,SO2,20,30,25
A1494,L8,India,31-05-2026,Delhi,Delhi,"Pusa, Delhi - IITM",28.64,77.17,PM2.5,3,125,35
A1495,L8,India,31-05-2026,Delhi,Delhi,"Pusa, Delhi - IITM",28.64,77.17,PM10,34,235,77
A1496,L8,India,31-05-2026,Delhi,Delhi,"R K Puram, Delhi - DPCC",28.56,77.19,PM10,33,265,83
A1497,L8,India,31-05-2026,Delhi,Delhi,"R K Puram, Delhi - DPCC",28.56,77.19,NO2,12,66,26
A1498,L8,India,31-05-2026,Delhi,Delhi,"Rohini, Delhi - DPCC",28.73,77.12,PM2.5,28,97,49
A1499,L8,India,31-05-2026,Delhi,Delhi,"Rohini, Delhi - DPCC",28.73,77.12,NO2,12,64,25
A1500,L8,India,31-05-2026,Delhi,Delhi,"Rohini, Delhi - DPCC",28.73,77.12,NH3,6,8,7
A1501,L8,India,31-05-2026,Delhi,Delhi,"Rohini, Delhi - DPCC",28.73,77.12,SO2,4,9,7
A1502,L8,India,31-05-2026,Delhi,Delhi,"Shadipur, Delhi - CPCB",28.65,77.15,PM10,35,141,88
A1503,L8,India,31-05-2026,Delhi,Delhi,"Sirifort, Delhi - CPCB",28.55,77.22,SO2,35,38,36
A1504,L8,India,31-05-2026,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",28.71,77.25,NH3,8,10,9
A1505,L8,India,31-05-2026,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",28.67,77.32,PM10,0,0,0
A1506,L8,India,31-05-2026,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",28.67,77.32,NH3,10,14,12
A1507,L8,India,31-05-2026,Delhi,Delhi,"Wazirpur, Delhi - DPCC",28.7,77.17,NH3,10,13,11
A1508,L46,India,31-05-2026,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",23.11,72.57,PM10,49,168,118
A1509,L46,India,31-05-2026,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",23.11,72.57,NO2,6,59,19
A1510,L46,India,31-05-2026,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",22.98,72.55,PM2.5,19,89,52
A1511,L46,India,31-05-2026,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",22.98,72.55,PM10,64,188,126
A1512,L46,India,31-05-2026,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",22.98,72.55,NO2,71,82,76
A1513,L46,India,31-05-2026,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",22.98,72.55,SO2,17,50,30
A1514,L46,India,31-05-2026,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",23,72.59,NO2,30,50,38
A1515,L46,India,31-05-2026,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",23.02,72.58,NO2,14,52,24
A1516,L46,India,31-05-2026,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",23.02,72.58,CO,1,34,18
A1517,L46,India,31-05-2026,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",23.02,72.63,PM10,0,0,0
A1518,L46,India,31-05-2026,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",23.02,72.63,OZONE,5,17,13
A1519,L59,India,31-05-2026,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",28.34,77.32,PM10,19,377,110
A1520,L60,India,31-05-2026,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",28.81,76.14,NO2,10,18,15
A1521,L60,India,31-05-2026,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",28.81,76.14,OZONE,9,18,14
A1522,L61,India,31-05-2026,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",28.59,76.27,NO2,9,23,15
A1523,L62,India,31-05-2026,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",28.21,76.8,PM10,64,113,89
A1524,L62,India,31-05-2026,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",28.21,76.8,SO2,7,17,11
A1525,L62,India,31-05-2026,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",28.21,76.8,CO,54,102,65
A1526,L63,India,31-05-2026,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",28.39,77.3,PM10,78,489,218
A1527,L63,India,31-05-2026,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",28.39,77.3,SO2,2,13,8
A1528,L63,India,31-05-2026,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",28.44,77.32,PM10,75,154,138
A1529,L63,India,31-05-2026,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",28.44,77.32,NO2,36,38,38
A1530,L53,India,31-05-2026,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM",28.42,77.15,NO2,11,16,13
A1531,L53,India,31-05-2026,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",28.42,77.07,SO2,0,0,0
A1532,L53,India,31-05-2026,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",28.45,77.03,PM10,60,229,107
A1533,L55,India,31-05-2026,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29.8,76.42,PM10,41,172,103
A1534,L56,India,31-05-2026,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29.7,77,PM2.5,51,205,98
A1535,L56,India,31-05-2026,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29.7,77,OZONE,0,0,0
A1536,L237,India,31-05-2026,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29.97,76.88,PM10,35,485,86
A1537,L237,India,31-05-2026,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29.97,76.88,OZONE,19,52,34
A1538,L8,India,31-05-2026,Delhi,Delhi,"Burari Crossing, Delhi - IITM",28.73,77.2,PM2.5,6,123,39
A1539,L8,India,31-05-2026,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",28.59,77.13,PM10,38,85,52
A1540,L8,India,31-05-2026,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",28.59,77.13,NO2,5,20,10
A1541,L8,India,31-05-2026,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",28.59,77.13,CO,63,102,80
A1542,L8,India,31-05-2026,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",28.62,77.27,PM2.5,33,85,53
A1543,L8,India,31-05-2026,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",28.62,77.27,CO,14,38,22
A1544,L8,India,31-05-2026,Delhi,Delhi,"DTU, Delhi - CPCB",28.75,77.11,PM10,30,421,82
A1545,L8,India,31-05-2026,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",28.5,77.26,NH3,0,0,0
A1546,L64,India,31-05-2026,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro",21.22,72.83,NH3,1,2,1
A1547,L65,India,31-05-2026,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",22.32,73.22,NH3,3,4,3
A1548,L65,India,31-05-2026,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",22.32,73.22,CO,73,83,80
A1549,L236,India,31-05-2026,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",20.36,72.92,NH3,4,5,4
A1550,L66,India,31-05-2026,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",22.97,72.64,NH3,1,2,1
A1551,L66,India,31-05-2026,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",22.97,72.64,CO,12,14,13
A1552,L67,India,31-05-2026,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",30.38,76.78,PM10,40,105,86
A1553,L76,India,31-05-2026,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",15.89,74.54,PM2.5,4,26,15
A1554,L76,India,31-05-2026,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",15.89,74.54,NH3,1,10,4
A1555,L110,India,31-05-2026,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",12.91,77.6,CO,41,94,48
A1556,L110,India,31-05-2026,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",12.94,77.68,NO2,4,23,8
A1557,L110,India,31-05-2026,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",12.94,77.68,CO,36,40,37
A1558,L110,India,31-05-2026,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",12.95,77.54,OZONE,28,62,38
A1559,L110,India,31-05-2026,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",12.94,77.59,PM2.5,7,42,20
A1560,L110,India,31-05-2026,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",12.94,77.59,SO2,1,9,5
A1561,L110,India,31-05-2026,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",12.94,77.59,CO,6,34,10
A1562,L110,India,31-05-2026,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",12.78,77.63,PM2.5,34,69,48
A1563,L110,India,31-05-2026,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",12.78,77.63,SO2,22,22,22
A1564,L110,India,31-05-2026,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",12.78,77.63,OZONE,26,27,26
A1565,L110,India,31-05-2026,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",13.03,77.49,PM10,47,90,56
A1566,L110,India,31-05-2026,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",13.03,77.49,CO,20,48,28
A1567,L110,India,31-05-2026,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",13.03,77.49,OZONE,27,28,28
A1568,L110,India,31-05-2026,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",12.92,77.5,NO2,18,24,24
A1569,L110,India,31-05-2026,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",12.92,77.62,NH3,0,0,0
A1570,L111,India,31-05-2026,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",11.55,76.56,NH3,2,3,2
A1571,L106,India,31-05-2026,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",23.23,77.4,PM10,39,107,71
A1572,L106,India,31-05-2026,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",23.23,77.4,NO2,14,43,23
A1573,L107,India,31-05-2026,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",22.97,76.06,NO2,56,120,97
A1574,L107,India,31-05-2026,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",22.97,76.06,NH3,3,4,3
A1575,L107,India,31-05-2026,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",22.97,76.06,CO,16,44,29
A1576,L108,India,31-05-2026,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",26.2,78.19,PM10,15,91,41
A1577,L108,India,31-05-2026,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",26.26,78.22,SO2,9,15,12
A1578,L108,India,31-05-2026,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",26.2,78.15,PM2.5,12,62,39
A1579,L109,India,31-05-2026,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",22.73,75.81,NO2,15,20,18
A1580,L109,India,31-05-2026,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",22.73,75.81,SO2,11,17,13
A1581,L109,India,31-05-2026,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",22.43,75.52,PM2.5,7,59,29
A1582,L109,India,31-05-2026,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",22.43,75.52,NH3,1,11,8
A1583,L109,India,31-05-2026,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",22.43,75.52,SO2,7,16,10
A1584,L109,India,31-05-2026,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",22.43,75.52,CO,36,87,66
A1585,L109,India,31-05-2026,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",22.75,75.89,SO2,34,138,67
A1586,L109,India,31-05-2026,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",22.75,75.89,OZONE,10,15,13
A1587,L109,India,31-05-2026,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",22.71,75.88,PM2.5,9,60,26
A1588,L68,India,31-05-2026,Haryana,Rohtak,"MD University, Rohtak - HSPCB",28.52,76.37,OZONE,1,70,30
A1589,L238,India,31-05-2026,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",29.54,75.02,PM10,12,500,61
A1590,L238,India,31-05-2026,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",29.54,75.02,CO,70,101,90
A1591,L69,India,31-05-2026,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",29.03,77.06,PM2.5,86,92,89
A1592,L70,India,31-05-2026,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",30.15,77.29,PM10,73,362,110
A1593,L70,India,31-05-2026,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",30.15,77.29,NO2,11,20,15
A1594,L239,India,31-05-2026,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",30.94,76.8,PM2.5,0,0,0
A1595,L239,India,31-05-2026,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",30.94,76.8,PM10,0,0,0
A1596,L72,India,31-05-2026,Jammu & Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC",34.07,74.82,PM2.5,14,27,18
A1597,L73,India,31-05-2026,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",23.81,86.44,NO2,92,115,95
A1598,L75,India,31-05-2026,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",16.17,75.66,NH3,1,1,1
A1599,L75,India,31-05-2026,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",16.17,75.66,CO,13,52,30
A1600,L93,India,31-05-2026,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",12.21,76.37,OZONE,3,175,175
A1601,L112,India,31-05-2026,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",12.73,77.3,SO2,0,0,0
A1602,L259,India,31-05-2026,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",16.8,75.72,PM2.5,30,31,30
A1603,L259,India,31-05-2026,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",16.8,75.72,SO2,3,6,3
A1604,L114,India,31-05-2026,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",8.88,76.61,PM2.5,39,51,46
A1605,L114,India,31-05-2026,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",8.88,76.61,NO2,8,10,9
A1606,L114,India,31-05-2026,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",8.88,76.61,CO,13,18,15
A1607,L115,India,31-05-2026,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",8.56,76.89,OZONE,0,0,0
A1608,L242,India,31-05-2026,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",10.53,76.22,CO,10,18,15
A1609,L106,India,31-05-2026,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",23.26,77.38,PM2.5,0,0,0
A1610,L106,India,31-05-2026,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",23.26,77.38,PM10,0,0,0
