AQI_ID,Location_ID,country,date,state,city,station,latitude,longitude,pollutant id,pollutant min,pollutant max,pollutant avg
A512,L165,India,31-05-2026,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",17.59,78.13,PM2.5,38,74,56
A513,L165,India,31-05-2026,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",17.39,78.34,SO2,12,19,14
A514,L165,India,31-05-2026,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17.54,78.49,PM2.5,42,63,52
A515,L165,India,31-05-2026,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",17.43,78.57,PM2.5,47,56,49
A516,L165,India,31-05-2026,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",17.43,78.57,NH3,5,6,5
A517,L165,India,31-05-2026,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17.37,78.51,SO2,19,25,22
A518,L165,India,31-05-2026,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",17.53,78.29,PM2.5,41,58,46
A519,L165,India,31-05-2026,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",17.53,78.29,NO2,14,19,16
A520,L165,India,31-05-2026,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",17.53,78.29,SO2,1,46,22
A521,L165,India,31-05-2026,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",17.53,78.29,OZONE,22,33,26
A522,L165,India,31-05-2026,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17.46,78.43,CO,30,120,47
A523,L165,India,31-05-2026,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",17.42,78.46,PM2.5,29,76,42
A524,L165,India,31-05-2026,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",17.42,78.46,NO2,11,18,13
A525,L165,India,31-05-2026,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",17.42,78.46,SO2,21,22,21
A526,L166,India,31-05-2026,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",26.96,75.77,PM10,22,500,87
A527,L166,India,31-05-2026,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",26.96,75.77,CO,13,64,35
A528,L167,India,31-05-2026,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",26.91,70.91,NH3,7,17,10
A529,L167,India,31-05-2026,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",26.91,70.91,CO,4,16,7
A530,L168,India,31-05-2026,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",25.34,72.63,PM2.5,8,312,51
A531,L168,India,31-05-2026,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",25.34,72.63,PM10,22,198,97
A532,L168,India,31-05-2026,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",25.34,72.63,SO2,5,10,7
A533,L168,India,31-05-2026,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",25.34,72.63,CO,5,29,15
A534,L169,India,31-05-2026,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",24.59,76.17,SO2,3,9,5
A535,L169,India,31-05-2026,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",24.59,76.17,CO,68,107,83
A536,L170,India,31-05-2026,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",28.11,75.39,NH3,8,20,12
A537,L170,India,31-05-2026,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",28.11,75.39,SO2,2,3,3
A538,L171,India,31-05-2026,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",26.27,73.02,NO2,0,0,0
A539,L171,India,31-05-2026,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",26.22,73.07,NO2,6,45,16
A540,L171,India,31-05-2026,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",26.22,73.07,NH3,4,6,5
A541,L171,India,31-05-2026,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",26.22,73.07,OZONE,21,116,46
A542,L171,India,31-05-2026,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",26.25,72.98,NO2,0,0,0
A543,L172,India,31-05-2026,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",28.3,74.96,SO2,4,5,4
A544,L172,India,31-05-2026,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",28.3,74.96,CO,12,51,41
A545,L173,India,31-05-2026,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",26.9,76.33,PM10,20,129,57
A546,L173,India,31-05-2026,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",26.9,76.33,SO2,1,4,2
A547,L173,India,31-05-2026,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",26.9,76.33,OZONE,44,171,68
A548,L174,India,31-05-2026,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",26.7,77.9,CO,12,30,16
A549,L175,India,31-05-2026,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",23.84,73.71,PM10,0,0,0
A550,L176,India,31-05-2026,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",29.61,74.28,SO2,1,4,2
A551,L166,India,31-05-2026,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",26.9,75.84,PM2.5,26,77,45
A552,L166,India,31-05-2026,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",26.84,75.77,NO2,10,25,15
A553,L166,India,31-05-2026,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",26.84,75.77,SO2,2,5,3
A554,L166,India,31-05-2026,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",26.92,75.8,PM2.5,10,89,29
A555,L166,India,31-05-2026,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",26.92,75.8,SO2,21,35,26
A556,L166,India,31-05-2026,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",26.92,75.8,CO,55,71,62
A557,L166,India,31-05-2026,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",26.79,75.83,SO2,1,2,1
A558,L171,India,31-05-2026,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",26.25,72.98,OZONE,53,71,71
A559,L177,India,31-05-2026,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",26.51,77.03,NH3,0,0,0
A560,L177,India,31-05-2026,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",26.51,77.03,SO2,0,0,0
A561,L178,India,31-05-2026,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",25.16,75.86,OZONE,45,174,72
A562,L178,India,31-05-2026,Rajasthan,Kota,"Nayapura, Kota - RSPCB",25.2,75.86,CO,15,42,17
A563,L178,India,31-05-2026,Rajasthan,Kota,"Nayapura, Kota - RSPCB",25.2,75.86,OZONE,39,170,78
A564,L178,India,31-05-2026,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",25.14,75.82,NO2,12,21,16
A565,L179,India,31-05-2026,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",27.21,73.73,OZONE,31,60,45
A566,L180,India,31-05-2026,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",24.04,74.78,PM10,16,181,68
A567,L180,India,31-05-2026,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",24.04,74.78,SO2,2,5,3
A568,L180,India,31-05-2026,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",24.04,74.78,CO,4,16,10
A569,L181,India,31-05-2026,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",25.04,73.88,NH3,0,0,0
A570,L181,India,31-05-2026,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",25.04,73.88,CO,1,22,2
A571,L182,India,31-05-2026,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",26.03,76.36,SO2,4,8,6
A572,L182,India,31-05-2026,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",26.03,76.36,OZONE,19,244,209
A573,L183,India,31-05-2026,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",23.56,74.44,OZONE,7,121,52
A574,L184,India,31-05-2026,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",25.75,71.39,SO2,7,10,8
A575,L185,India,31-05-2026,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",27.22,77.51,PM2.5,8,55,21
A576,L186,India,31-05-2026,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",28.19,76.86,PM2.5,6,98,60
A577,L186,India,31-05-2026,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",28.19,76.86,SO2,6,16,10
A578,L186,India,31-05-2026,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",28.19,76.86,CO,8,72,42
A579,L186,India,31-05-2026,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",28.21,76.83,CO,13,34,22
A580,L186,India,31-05-2026,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",28.21,76.83,OZONE,18,92,26
A581,L187,India,31-05-2026,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",28.02,73.29,NO2,19,60,32
A582,L187,India,31-05-2026,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",28.02,73.29,NH3,5,7,6
A583,L187,India,31-05-2026,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",28.02,73.29,SO2,1,6,3
A584,L188,India,31-05-2026,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",25.44,75.64,PM10,6,500,45
A585,L188,India,31-05-2026,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",25.44,75.64,OZONE,36,122,71
A586,L189,India,31-05-2026,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",24.89,74.62,NO2,8,42,22
A587,L157,India,31-05-2026,TamilNadu,Chennai,"Manali, Chennai - CPCB",13.16,80.26,PM10,41,73,55
A588,L157,India,31-05-2026,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",13.1,80.29,OZONE,28,33,30
A589,L190,India,31-05-2026,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",10.94,76.98,NH3,1,1,1
A590,L191,India,31-05-2026,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",11.76,79.75,PM10,39,82,54
A591,L192,India,31-05-2026,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",11.26,77.55,PM2.5,4,33,19
A592,L192,India,31-05-2026,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",11.26,77.55,NH3,1,1,1
A593,L193,India,31-05-2026,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",8.82,78.1,CO,22,32,25
A594,L165,India,31-05-2026,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",17.46,78.33,CO,0,0,0
A595,L165,India,31-05-2026,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",17.46,78.33,OZONE,0,0,0
A596,L165,India,31-05-2026,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17.47,78.57,PM2.5,45,84,58
A597,L165,India,31-05-2026,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17.47,78.57,OZONE,17,66,21
A598,L194,India,31-05-2026,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",30.74,76.21,PM2.5,116,134,123
A599,L194,India,31-05-2026,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",30.74,76.21,OZONE,19,40,28
A600,L195,India,31-05-2026,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",30.9,75.81,SO2,14,21,16
A601,L196,India,31-05-2026,Punjab,Patiala,"Model Town, Patiala - PPCB",30.35,76.37,NH3,6,7,6
A602,L196,India,31-05-2026,Punjab,Patiala,"Model Town, Patiala - PPCB",30.35,76.37,SO2,23,39,29
A603,L197,India,31-05-2026,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",26.47,74.65,CO,10,52,30
A604,L198,India,31-05-2026,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",27.55,76.61,PM10,75,137,93
A605,L198,India,31-05-2026,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",27.55,76.61,CO,22,70,46
A606,L199,India,31-05-2026,Uttar Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",26.73,83.43,SO2,40,41,40
A607,L199,India,31-05-2026,Uttar Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",26.73,83.43,CO,6,6,6
A608,L199,India,31-05-2026,Uttar Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",26.73,83.43,OZONE,11,32,16
A609,L200,India,31-05-2026,Uttar Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",28.56,77.45,SO2,18,22,21
A610,L201,India,31-05-2026,Uttar Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",25.45,78.6,PM10,23,79,41
A611,L201,India,31-05-2026,Uttar Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",25.45,78.6,NO2,5,6,6
A612,L201,India,31-05-2026,Uttar Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",25.45,78.6,CO,6,11,9
A613,L201,India,31-05-2026,Uttar Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",25.45,78.6,OZONE,4,7,5
A614,L202,India,31-05-2026,Uttar Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",26.43,80.33,CO,32,36,34
A615,L202,India,31-05-2026,Uttar Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",26.51,80.25,SO2,23,42,29
A616,L202,India,31-05-2026,Uttar Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",26.51,80.25,CO,18,26,20
A617,L202,India,31-05-2026,Uttar Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",26.47,80.32,PM2.5,22,59,36
A618,L202,India,31-05-2026,Uttar Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",26.47,80.32,CO,52,56,54
A619,L203,India,31-05-2026,Uttar Pradesh,Khora,"Prashant Garden, Khora - UPPCB",28.61,77.34,PM10,100,423,150
A620,L203,India,31-05-2026,Uttar Pradesh,Khora,"Prashant Garden, Khora - UPPCB",28.61,77.34,NO2,23,53,34
A621,L203,India,31-05-2026,Uttar Pradesh,Khora,"Prashant Garden, Khora - UPPCB",28.61,77.34,NH3,8,13,11
A622,L204,India,31-05-2026,Uttar Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",28.23,77.87,CO,4,40,25
A623,L205,India,31-05-2026,West Bengal,Howrah,"Padmapukur, Howrah - WBPCB",22.57,88.28,CO,16,106,50
A624,L206,India,31-05-2026,West Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",22.54,88.36,PM2.5,14,43,28
A625,L206,India,31-05-2026,West Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",22.54,88.36,NO2,29,46,38
A626,L206,India,31-05-2026,West Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",22.54,88.36,NH3,7,8,7
A627,L206,India,31-05-2026,West Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",22.54,88.36,CO,12,38,26
A628,L206,India,31-05-2026,West Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",22.58,88.41,NO2,12,13,13
A629,L206,India,31-05-2026,West Bengal,Kolkata,"Fort William, Kolkata - WBPCB",22.56,88.34,SO2,4,13,6
A630,L206,India,31-05-2026,West Bengal,Kolkata,"Fort William, Kolkata - WBPCB",22.56,88.34,CO,20,43,30
A631,L206,India,31-05-2026,West Bengal,Kolkata,"Fort William, Kolkata - WBPCB",22.56,88.34,OZONE,3,41,25
A632,L206,India,31-05-2026,West Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",22.5,88.37,NO2,5,6,6
A633,L206,India,31-05-2026,West Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",22.5,88.37,NH3,6,6,6
A634,L206,India,31-05-2026,West Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",22.5,88.37,SO2,3,4,4
A635,L206,India,31-05-2026,West Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",22.63,88.38,OZONE,6,58,29
A636,L206,India,31-05-2026,West Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",22.51,88.35,CO,14,32,24
A637,L207,India,31-05-2026,West Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",26.69,88.42,NH3,8,19,12
A638,L207,India,31-05-2026,West Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",26.69,88.42,OZONE,12,46,21
A639,L208,India,31-05-2026,Uttar Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",27.57,77.66,PM2.5,0,0,0
A640,L208,India,31-05-2026,Uttar Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",27.57,77.66,CO,0,0,0
A641,L208,India,31-05-2026,Uttar Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",27.57,77.66,OZONE,0,0,0
A642,L209,India,31-05-2026,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",30.27,78.04,NO2,1,6,4
A643,L210,India,31-05-2026,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",30.08,78.29,NO2,4,4,4
A644,L210,India,31-05-2026,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",30.08,78.29,NH3,3,24,21
A645,L210,India,31-05-2026,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",30.08,78.29,OZONE,23,79,47
A646,L211,India,31-05-2026,West Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",23.69,86.95,PM10,46,73,61
A647,L211,India,31-05-2026,West Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",23.69,86.95,NO2,30,44,34
A648,L211,India,31-05-2026,West Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",23.62,87.11,PM2.5,9,87,37
A649,L211,India,31-05-2026,West Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",23.62,87.12,PM2.5,4,79,35
A650,L212,India,31-05-2026,West Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",22.76,88.36,NO2,10,28,19
A651,L212,India,31-05-2026,West Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",22.76,88.36,NH3,3,10,7
A652,L212,India,31-05-2026,West Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",22.76,88.36,CO,16,44,20
A653,L213,India,31-05-2026,Uttar Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",28.41,77.85,CO,8,35,24
A654,L214,India,31-05-2026,Uttar Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",27.17,78.38,PM2.5,9,40,22
A655,L214,India,31-05-2026,Uttar Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",27.17,78.38,CO,18,42,25
A656,L214,India,31-05-2026,Uttar Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",27.16,78.4,PM2.5,14,74,30
A657,L214,India,31-05-2026,Uttar Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",27.16,78.4,SO2,5,9,8
A658,L214,India,31-05-2026,Uttar Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",27.16,78.4,OZONE,1,1,1
A659,L215,India,31-05-2026,Uttar Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",28.65,77.36,NH3,7,7,7
A660,L215,India,31-05-2026,Uttar Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",28.65,77.36,SO2,16,20,18
A661,L215,India,31-05-2026,Uttar Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",28.65,77.36,OZONE,13,32,19
A662,L215,India,31-05-2026,Uttar Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",28.76,77.28,NO2,29,62,54
A663,L215,India,31-05-2026,Uttar Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",28.69,77.45,PM2.5,15,244,41
A664,L215,India,31-05-2026,Uttar Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",28.69,77.45,SO2,4,25,15
A665,L215,India,31-05-2026,Uttar Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",28.69,77.45,OZONE,38,95,54
A666,L215,India,31-05-2026,Uttar Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",28.66,77.36,PM2.5,21,73,39
A667,L165,India,31-05-2026,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17.35,78.45,SO2,2,2,2
A668,L216,India,31-05-2026,Uttar Pradesh,Agra,"Manoharpur, Agra - UPPCB",27.24,78.02,CO,18,20,19
A669,L216,India,31-05-2026,Uttar Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",27.19,77.96,PM2.5,22,101,50
A670,L216,India,31-05-2026,Uttar Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",27.19,77.96,NH3,11,13,12
A671,L216,India,31-05-2026,Uttar Pradesh,Agra,"Shastripuram, Agra - UPPCB",27.2,77.92,PM2.5,2,32,16
A672,L216,India,31-05-2026,Uttar Pradesh,Agra,"Shastripuram, Agra - UPPCB",27.2,77.92,PM10,6,109,36
A673,L216,India,31-05-2026,Uttar Pradesh,Agra,"Shastripuram, Agra - UPPCB",27.2,77.92,NO2,59,59,59
A674,L216,India,31-05-2026,Uttar Pradesh,Agra,"Shastripuram, Agra - UPPCB",27.2,77.92,NH3,3,3,3
A675,L216,India,31-05-2026,Uttar Pradesh,Agra,"Shastripuram, Agra - UPPCB",27.2,77.92,CO,6,9,7
A676,L217,India,31-05-2026,Uttar Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",28.96,77.28,NH3,4,5,5
A677,L218,India,31-05-2026,Uttar Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",28.36,79.41,NH3,1,1,1
A678,L218,India,31-05-2026,Uttar Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",28.39,79.43,PM2.5,9,16,13
A679,L218,India,31-05-2026,Uttar Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",28.39,79.43,PM10,12,173,30
A680,L219,India,31-05-2026,West Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",23.51,87.35,NO2,23,64,51
A681,L219,India,31-05-2026,West Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB",23.55,87.3,SO2,12,12,12
A682,L220,India,31-05-2026,West Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",22.06,88.11,PM10,18,72,42
A683,L205,India,31-05-2026,West Bengal,Howrah,"Belur Math, Howrah - WBPCB",22.63,88.35,PM10,52,113,80
A684,L205,India,31-05-2026,West Bengal,Howrah,"Belur Math, Howrah - WBPCB",22.63,88.35,NO2,20,124,58
A685,L205,India,31-05-2026,West Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",22.55,88.29,SO2,11,13,12
A686,L205,India,31-05-2026,West Bengal,Howrah,"Dasnagar, Howrah - WBPCB",22.6,88.31,PM2.5,1,86,41
A687,L205,India,31-05-2026,West Bengal,Howrah,"Dasnagar, Howrah - WBPCB",22.6,88.31,CO,22,68,35
A688,L205,India,31-05-2026,West Bengal,Howrah,"Ghusuri, Howrah - WBPCB",22.61,88.35,PM2.5,47,120,76
A689,L205,India,31-05-2026,West Bengal,Howrah,"Ghusuri, Howrah - WBPCB",22.61,88.35,PM10,48,128,98
A690,L205,India,31-05-2026,West Bengal,Howrah,"Ghusuri, Howrah - WBPCB",22.61,88.35,NO2,29,59,39
A691,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",26.87,81.01,SO2,11,12,12
A692,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",26.87,81.01,CO,36,52,40
A693,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",26.91,80.95,PM2.5,44,99,64
A694,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",26.91,80.99,SO2,3,4,3
A695,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",26.83,80.89,CO,30,72,58
A696,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",26.83,80.89,OZONE,10,62,27
A697,L222,India,31-05-2026,Uttar Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",29,77.76,PM10,26,298,65
A698,L222,India,31-05-2026,Uttar Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",29,77.76,NH3,7,10,8
A699,L222,India,31-05-2026,Uttar Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",28.95,77.76,PM10,25,258,68
A700,L222,India,31-05-2026,Uttar Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",29.06,77.71,SO2,3,59,21
A701,L223,India,31-05-2026,Uttar Pradesh,Noida,"Sector-116, Noida - UPPCB",28.57,77.39,PM10,38,149,82
A702,L224,India,31-05-2026,Uttar Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",25.43,81.92,NO2,6,6,6
A703,L224,India,31-05-2026,Uttar Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",25.49,81.86,NH3,8,8,8
A704,L224,India,31-05-2026,Uttar Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",25.45,81.83,PM2.5,12,54,29
A705,L224,India,31-05-2026,Uttar Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",25.45,81.83,NO2,5,5,5
A706,L225,India,31-05-2026,Uttar Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar",26.21,81.25,OZONE,28,129,108
A707,L226,India,31-05-2026,Uttar Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",25.35,82.91,PM2.5,38,82,60
A708,L226,India,31-05-2026,Uttar Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",25.35,82.91,SO2,14,18,17
A709,L226,India,31-05-2026,Uttar Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",25.3,83,OZONE,3,14,6
A710,L227,India,31-05-2026,Uttar Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",28.86,78.77,PM2.5,14,40,26
A711,L227,India,31-05-2026,Uttar Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",28.86,78.77,PM10,29,89,46
A712,L227,India,31-05-2026,Uttar Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",28.8,78.75,PM10,31,100,46
